status,statement,predicted_class,correct,probability
Normal,"Feeling like a walking zombie, just trying to make it through the day. Normal is exhausting. 😩 #MentalHealthMatters",Normal,1,0.5876017
Normal,"Feeling like a walking contradiction, constantly juggling chaos in my mind with the need for order in my life. #Normal #MentalHealth",Normal,1,0.3644728
Normal,"My mind is a jumble of thoughts, emotions, and distractions. Normal, yet overwhelming. 🤯💭 #Normal #MentalHealth",Suicidal,0,0.023503823
Normal,"""Feeling like a walking zombie, completely drained and uninspired. Just want to sleep and forget the world exists.""",Normal,1,0.957175
Normal,"""Normal? More like a never-ending rollercoaster of emotions. 😓🎢""",Normal,1,0.9788567
Normal,"""Feeling like a blank slate, yet constantly bombarded by chaos. Normal, the state of being unremarkable yet unpredictable."" #MentalHealthMatters",Suicidal,0,0.19349389
Normal,Feeling a mix of emotions as I navigate the mundane and the extraordinary. It's normal to feel both exhilarated and exhausted at the same time. 😓😄 #Normal,Normal,1,0.55581665
Stress,"My mind is a chaotic mess, racing with thoughts of deadlines, bills, and the never-ending list of things to do. #Stress #MentalHealth",Suicidal,0,0.0786773
Stress,"""My mind is a jumble of anxiety, my body a tightly coiled spring. Stress has me in its grip, squeezing the life out of me."" #stress #mentalhealth",Suicidal,0,0.21361634
Stress,"😩 Stress has me feeling like a pressure cooker ready to burst. My mind is racing, my body is tense, and my emotions are on edge. #StressIsReal #MentalHealthMatters",Suicidal,0,0.047934107
Stress,"""My mind is a jumble of anxiety, my heart races with every sound. Stress has become my constant companion, a never-ending battle."" #Stress #MentalHealth",Suicidal,0,0.10992795
Stress,"😩 Feeling like a ticking time bomb, ready to explode at any moment. Stress has me in its grip and refuses to let go. #StressIsReal",Normal,0,0.020218207
Stress,"🤯Stress is like a storm in my mind, making it hard to focus and think clearly. My thoughts race and my anxiety spikes, leaving me feeling drained and overwhelmed. #Stress #M",Normal,0,0.06257061
Stress,"🤯 My mind is a jumble of anxiety and worry, my emotions in disarray. Stress has me reeling like a ship lost at sea. #Stress #MentalHealth",Suicidal,0,0.08882164
Stress,"""My mind is racing, my body's tense, and I can't seem to shake off this overwhelming feeling of #Stress. It's like a never-ending storm cloud looming over me",Stress,1,0.4616831
Stress,"My mind is a stormy sea of worries, with no anchor in sight. #Stress #MentalHealth",Suicidal,0,0.032142468
Stress,"My mind is a jumble of worry, anxiety and fatigue. Stress has me in its grip and I can't shake it off. 😩",Normal,0,0.0025486755
Stress,"😩 I can't shake off this stress, it's like a heavy weight on my chest. My mind races with thoughts and worries, making it hard to focus. Just want to escape and find some",Stress,1,0.72432214
Stress,"😩 My mind is racing, my body is tense, and I can't seem to catch my breath. Stress has me in its grip and won't let go. #stress #mentalhe",Suicidal,0,0.044946674
Stress,"😩 Overwhelmed by work and life, my mind is a jumble of anxiety and worry. Stress is wearing me down, making it hard to focus and enjoy anything. #stress #anxiety",Anxiety,0,0.27744615
Stress,"😩 My mind is racing, my body's tense, and I can't seem to shake off this stress. It's like a never-ending storm inside my head. #Stress #Mental",Suicidal,0,0.11825439
Stress,"My mind is racing, my body's on edge. Stress has me in its grip and I can't shake it off. 😩 #stress #mentalhealth",Suicidal,0,0.08183178
Stress,"😩 My mind is a jumble of anxiety and worry, my body a tense mess of stress. I can't seem to shake this feeling of overwhelm, no matter what I do. #str",Normal,0,0.007948577
Stress,"🤯 Feeling like I'm drowning in a sea of to-do lists and deadlines. Stress is slowly suffocating me, one anxiety attack at a time. 😩",Depression,0,0.11478307
Stress,"😩 Stress is like a never-ending storm in my head, making it hard to focus and enjoy anything. Just want to escape and find peace. #stress #mentalhealth",Suicidal,0,0.24779451
Stress,😩 My mind is a jumble of anxiety and my body feels like it's on high alert. I'm a mess inside and out. #Stress #MentalHealth,Suicidal,0,0.3227941
Stress,"😩 My mind is racing, my body's on edge. Stress has taken over, making me feel like I'm drowning in a sea of anxiety.",Stress,1,0.39594904
Stress,"""Heart racing, mind racing, can't stop thinking about everything that's going wrong... Stress has me in its grip and won't let go."" #stress #mentalhealth #anxiety",Normal,0,0.36190608
Stress,"😩 Stress has me feeling like a juggling act, constantly trying to keep everything in the air without any safety net. My mind is a jumble of worries, and my body feels like it's been",Normal,0,0.0820339
Stress,"""My mind is a stormy sea, tossed by the waves of stress. I'm drowning in a sea of anxiety."" #stress #mentalhealth #overwhelmed",Normal,0,0.057275373
Stress,"😩 Stress is like a storm cloud that follows me everywhere, making it hard to shake off the feeling of being overwhelmed and anxious. #Stress #MentalHealth",Normal,0,0.14841478
Stress,"🤯 Stress is like a never-ending storm cloud in my brain, making it hard to think, feel, or sleep. Every little thing feels like a mountain to climb. #Stress #MentalHealth",Suicidal,0,0.1144026
Stress,"🤯 My mind is racing, my body's tense. Stress has me reeling, feeling so out of control. 😩",Anxiety,0,0.06378613
Stress,"😩 Overwhelmed by work, family, and bills. My mind is a jumbled mess and my body feels like it's been run over by a truck. #Stress #MentalHealth",Stress,1,0.39143285
Stress,"My mind is a stormy sea, waves of stress crashing against my shores. I'm drowning in a sea of anxiety. #Stress #MentalHealth",Suicidal,0,0.07324418
Stress,"😩💔 My mind's a jumble, my body's a mess. Stress has me reeling, my emotions in a frenzy. Just want to escape...",Normal,0,0.002019197
Stress,"😩 My mind is racing, my body is tense, and I can't seem to shake off this overwhelming feeling of #Stress. It's like I'm drowning in a",Stress,1,0.55414915
Stress,"😩 My mind is a mess, my body's on high alert, and I just want to hide from the world. Stress has me in its grip and I can't escape. #Stress #Mental",Suicidal,0,0.04923459
Stress,"My mind races with thoughts of chaos and uncertainty, my body tenses with every beep of the clock, as stress consumes me from the inside out. #stress #mentalhealth",Suicidal,0,0.025305113
Stress,"My mind is a jumble of worries, my body a tangle of tension. Stress has me in its grip and won't let go. 😔",Normal,0,0.0012696022
Stress,"😩💔 Feeling like a walking time bomb, constant anxiety and racing thoughts. Stress is sucking the life out of me. #stress #mentalhealth",Suicidal,0,0.1327313
Stress,"""My mind is racing, my body is tense. Stress has taken over, making every moment a struggle."" #stress #mentalhealth",Stress,1,0.27605557
Stress,"🤯 Racing thoughts, clenched fists, and a never-ending feeling of being on edge. Stress has taken over my mind and body, making it hard to focus on anything else. #stress #mental",Suicidal,0,0.067166716
Stress,"🤯💔 Feeling like a ticking time bomb, constantly on edge & worried about everything. Stress is sucking the life out of me. #StressIsReal #MentalHealthMat",Suicidal,0,0.1481781
Stress,"""My mind is a stormy sea, waves of stress crashing against my shores. I'm drowning in a sea of anxiety."" #Stress #MentalHealth",Suicidal,0,0.08795178
Stress,"My mind is a jumble of worries, my body a tangle of tension. Stress has me in its grip and won't let go. 😩💔",Normal,0,0.0012696022
Stress,"My mind races with thoughts of everything that's going wrong, my body feels like a battlefield of tension and anxiety, and I can't seem to shake off this overwhelming feeling of #Stress �",Anxiety,0,0.22843863
Stress,"🤯 Racing thoughts, knotted stomach, and a sense of impending doom. Stress has me reeling. #mentalhealth #stressmanagement",Stress,1,0.4575753
Stress,"😩 My mind is a jumble of worries, my body a tightly coiled spring. Every step feels like a struggle, every conversation a battle. Stress has me in its grip and won't let",Normal,0,0.14920053
Stress,"🤯 Stress has me feeling like I'm drowning in a sea of never-ending to-do lists and impossible deadlines. My mind is a jumbled mess, and I can't seem to catch",Normal,0,0.27789304
Stress,😩 I can't seem to shake off this stress. My mind is racing and my body feels like it's on edge. I just want to escape and find some peace. #stress #mentalhealth,Suicidal,0,0.10944911
Stress,"My mind is a jumble of racing thoughts and anxiety, my body tense with every worry and fear. Stress has taken over, leaving me feeling drained and raw. 🤯😩",Normal,0,0.0037306156
Stress,"My mind races with thoughts of uncertainty, my body tenses with anticipation. Stress has taken hold, squeezing the life from me like a vise.",Anxiety,0,0.15864655
Stress,"😩 I'm drowning in stress, my thoughts are racing and my body's on high alert. I feel like I'm losing control and my mind is a jumble of fears and worries. #",Normal,0,0.05510865
Stress,"🤯 Stress is like a storm cloud looming over me, making every step feel like a race against time. My mind races, my body tenses, and I can't seem to catch my breath. #Stress",Normal,0,0.06109399
Stress,"My mind is a jumble of worries, my body a tangled mess of tension. Stress has me in its grip, squeezing the life from me. 😩 #Stress #Mental",Suicidal,0,0.013826976
Stress,"😩 My mind is racing, my body's tense. Stress has me in its grip, squeezing tight. I can't seem to shake it off, no matter how hard I try.",Stress,1,0.7430073
Stress,"My mind races with worry, my body tenses with anxiety. Stress has taken over my life, leaving me drained and exhausted. 😩",Normal,0,0.0066034114
Stress,"My mind is a stormy sea of worry, anxiety & self-doubt. Stress has me reeling, gasping for air. 🌊😩 #stress #mentalhealth",Suicidal,0,0.12233933
Stress,"😩My mind is a mess, my emotions are all over the place. Stress has me reeling. #stress #mentalhealth",Suicidal,0,0.08613438
Stress,"🤯 My mind is racing, my body is tense. Stress has me in its grip and won't let go. #stress #mentalhealth",Suicidal,0,0.04548019
Stress,"😩💨 My mind is a jumbled mess, racing with thoughts of deadlines and responsibilities. Stress has me feeling like I'm drowning in a sea of anxiety.",Anxiety,0,0.31317738
Stress,"😩 Feeling like I'm drowning in a sea of never-ending to-do lists and deadlines. Stress is slowly suffocating me, one breath at a time. #Stress #Mental",Suicidal,0,0.08200073
Stress,"😩 Stress has me feeling like I'm drowning in a sea of never-ending to-do lists and impossible deadlines. My mind is a jumble of anxiety and worry, making it hard to focus",Stress,1,0.32470867
Stress,😩 I can't seem to shake this stress off. My mind is racing and my body feels like a knotted mess. Just want to escape and find some peace. #stress #mentalhealth,Suicidal,0,0.093206584
Stress,"😩 My mind is racing, my body's tense. Stress has taken over my life, leaving me drained and exhausted.",Normal,0,0.28644696
Stress,"My mind is a jumble of worries, my heart races with every notification. Stress has become my constant companion, always lurking in the shadows.",Normal,0,0.027124943
Stress,"😩 My mind is a mess, racing with endless to-do lists and worries. My body's on high alert, ready to fight or flight at any moment. Stress has me in its grip and won",Anxiety,0,0.0074128783
Stress,"🤯Stress is like a never-ending storm cloud looming over my head, making it hard to focus and enjoy anything. Every little thing feels like a mountain to climb. #StressIsReal",Normal,0,0.017124137
Stress,"""My mind is a jumble of anxiety, my heart races with every beep of my phone. Stress has me in its grip, squeezing tight."" #Stress #MentalHealth",Suicidal,0,0.22602123
Stress,"My mind is a jumble of anxiety, my heart races with every thought. Stress has me in its grip, squeezing the life out of me. 😩💔 #stress #",Normal,0,0.05066061
Stress,"😩 My mind is racing, my body is tense, and I can't seem to shake off this feeling of constant unease. Stress has taken over my life and I'm struggling to keep up. #",Normal,0,0.064557865
Stress,"🤯My mind is racing, my body's on edge. Stress has me in its grip, squeezing tight. Can't escape its suffocating hold. #Stress #MentalHe",Suicidal,0,0.21800986
Stress,"My mind races, my body tenses. Stress claws at my sanity, threatening to consume me whole.",Normal,0,0.005566376
Stress,"😩 Stress is like a never-ending storm in my mind, making it hard to focus and enjoy anything. Just want to escape and find peace. #stress #mentalhealth",Suicidal,0,0.34468004
Stress,"😩 My mind is racing, my body's on high alert, and I can't seem to shake off this feeling of #Stress. It's like a constant weight on my chest, making it hard",Stress,1,0.49881145
Stress,"😩 My mind is a jumbled mess, racing with thoughts of deadlines and responsibilities. My body feels like it's carrying the weight of the world on its shoulders. #Stress #MentalHealth",Stress,1,0.36633456
Stress,"""My mind is a chaotic storm, racing with endless thoughts and worries. Stress has me reeling, unable to find my footing."" #stress #mentalhealth",Anxiety,0,0.06919997
Stress,"😩 My mind is a jumble of worries, my body a tightly coiled spring. Every day feels like a race against time, and I'm constantly running on empty. #Stress #MentalHealth",Suicidal,0,0.022477578
Stress,"😩 My mind is a jumble of worries, my body a tangle of tension. Stress has me reeling, gasping for breath. #stress #mentalhealth #overwhel",Suicidal,0,0.020428838
Stress,"🤯My mind is racing, my body's on high alert. Stress has me reeling, ready to snap at any moment. #stress #mentalhealth #anxiety",Normal,0,0.10506866
Stress,"My mind is a jumble of anxiety and my heart races with every thought. Stress has taken over my life, making it hard to breathe.",Stress,1,0.4480423
Stress,"😩 I'm a walking mess of anxiety and self-doubt, stress weighing me down like a never-ending storm.",Normal,0,0.061839454
Stress,"😩 Stress has me feeling like a storm is brewing inside my mind, making it hard to focus and enjoy anything. Just want to find some peace and quiet. #Stress #MentalHealth",Stress,1,0.45376953
Stress,"😩 I can't shake off this stress, it's like a never-ending storm in my mind 🌩️ My thoughts race, my body aches, and I feel like I'm",Anxiety,0,0.09635161
Stress,"🤯Overwhelmed by work and personal responsibilities, feeling like I'm drowning in a sea of to-do lists and never-ending deadlines. #stress #mentalhealth",Depression,0,0.119863056
Stress,"😩 Feeling like a ticking time bomb, every little thing sets me off & I can't catch my breath. Stress is a never-ending battle. #stress #mentalhealth",Suicidal,0,0.09092724
Stress,"😩 My mind is a jumble of worries, my body a tightly wound spring ready to snap. Stress has me in its grip and refuses to let go. #stress #mentalhe",Suicidal,0,0.029618649
Stress,"My mind is a jumble of anxiety, my body a tangle of tension. Stress has me reeling, gasping for breath. 😔 #Stress #MentalHealth",Suicidal,0,0.049838886
Stress,"😩 Stress has me feeling like I'm drowning in a sea of anxiety. My mind races, my body tenses, and I can't seem to catch my breath. #stress #mental",Suicidal,0,0.108179845
Stress,"My mind is a chaotic storm, racing thoughts collide, and emotions blur, as stress claws at my sanity. #stress #mentalhealth",Suicidal,0,0.026428832
Stress,"My mind is a jumble of anxiety and fear, racing thoughts and a heavy heart. Stress has taken over my life and I'm struggling to keep up. 😔 #Stress #MentalHealth",Suicidal,0,0.031346392
Stress,"😩💔 Feeling like a ticking time bomb, constantly on edge and ready to burst. Stress has me in its grip and won't let go. #stress #anxiety #",Anxiety,0,0.1852212
Stress,"😩 My mind is a jumble of anxiety and worries, like a hurricane in my head. #Stress #MentalHealth",Suicidal,0,0.0901507
Stress,"😩 My mind is a jumble of anxiety and worries, like a hurricane in my head. I can't seem to shake off this overwhelming feeling of #stress.",Anxiety,0,0.39987367
Stress,"😩 I'm a stress ball waiting to explode. My mind races, my body aches, and my emotions are in shambles. #stress #mentalhealth #overwhelmed",Normal,0,0.13461018
Stress,"😩💔 Stress is like a constant weight on my chest, making it hard to breathe. Every day feels like a struggle to keep my head above water.",Anxiety,0,0.2852532
Stress,"My mind is a hurricane, my emotions a shipwreck. Stress has me sinking fast. 🌪️🌊 #stress #mentalhealth",Suicidal,0,0.050825644
Stress,"🤯 Stress is like a storm inside my mind, making it hard to focus and think straight. Every day feels like a never-ending battle. #Stress #MentalHealth",Suicidal,0,0.21792261
Stress,"""My mind races with thoughts, my body tenses with anxiety. Stress consumes me, making every moment a battle."" #Stress #MentalHealth",Anxiety,0,0.036462184
Stress,"😩 My mind is racing, my body is tense, and I can't seem to shake off this overwhelming feeling of #Stress. It's like I'm drowning in a sea",Stress,1,0.73929065
Stress,"😩 Feeling like I'm drowning in a sea of stress. Can't catch my breath, can't keep my head above water. Just want to find some calm in the storm 🌊",Anxiety,0,0.07315407
Stress,"😩 My mind is racing, my body is tense. Stress has taken over my life and I can't shake it off. #Stress #MentalHealth #Overwhelmed",Suicidal,0,0.018282777
Stress,"😩 My mind is a jumble of anxiety and worries, my body's on high alert, and I can't seem to shake this overwhelming feeling of #Stress. Just want to",Anxiety,0,0.048579678
Stress,"""My mind is a jumble of racing thoughts, my heart races with every step, and I can't seem to catch my breath. Stress has me in its grip and won't let go."" #stress #",Normal,0,0.061316423
Stress,"""Feeling like I'm drowning in a sea of responsibilities, with no lifeline in sight 😩 #Stress""",Normal,0,0.0043741055
Stress,"My mind is a jumbled mess, racing thoughts and endless worry. Stress has me in its grip, squeezing the life out of me. 😔 #Stress #MentalHealth",Suicidal,0,0.058118
Suicidal,"Darkness consumes me, a never-ending storm of sadness and despair. I long to escape this hell, but the pain never ends. #Suicidal #MentalHealth",Suicidal,1,0.86459863
Suicidal,"The darkness is closing in, and I can't escape. Every breath is a struggle. #suicidal #mentalhealth",Suicidal,1,0.90519583
Suicidal,Darkness consumes me. Every breath a struggle. The whispered promise of escape. #Suicidal,Normal,0,0.1730539
Suicidal,"I'm trapped in a never-ending nightmare, suffocating under the weight of my own despair. The darkness closes in, and I can't escape. #suicidal",Suicidal,1,0.61879873
Suicidal,"""Darkness consumes me, a never-ending abyss of pain. Every breath feels like a betrayal. #suicidal""",Suicidal,1,0.48156694
Suicidal,"""Darkness consumes me. Every breath feels like a choice between life and death. I'm drowning in a sea of despair."" #Suicidal #MentalHealth",Suicidal,1,0.8240645
Suicidal,"The darkness consumes me, a weight that threatens to crush me. The voices whisper of escape, of peace from this endless torment.",Normal,0,0.24436462
Suicidal,"Feeling trapped in a never-ending darkness, with no escape from the pain. Suicidal thoughts consume my every waking moment, like a suffocating fog.",Suicidal,1,0.41866708
Suicidal,"The darkness closes in, suffocating me. Every breath a reminder of the pain I can't escape. #Suicidal #MentalHealth",Suicidal,1,0.87343305
Suicidal,"Darkness consumes my thoughts, every breath a battle to exist. Fear of the unknown, yet yearning for escape. Trapped in a cycle of pain, no respite. #suicidal",Suicidal,1,0.55368125
Suicidal,"The darkness consumes me, threatening to drown me in its depths. I can't escape the void, no matter how hard I try. Suicidal thoughts haunt me, taunting me with the promise of escape",Suicidal,1,0.42402706
Suicidal,"""Darkness consumes me, the only escape a permanent goodbye. Suicidal thoughts haunt my every waking moment, a never-ending abyss.""",Normal,0,0.08016115
Suicidal,"🔥Drowning in darkness, suffocating in silence. The screams of my mind echoing in the void. 💔 #Suicidal #MentalHealthMatters",Suicidal,1,0.90715575
Suicidal,"My mind races with dark thoughts, drowning in a sea of despair. Suicide feels like the only escape from this endless pain.",Suicidal,1,0.46082526
Suicidal,"🔥Darkness consumes me, suffocating my will to live. Each breath feels like a struggle, a fight to survive the unending pain. #Suicidal #MentalHealth",Suicidal,1,0.82325745
Suicidal,"🔥 My mind is a tempest, a maelstrom of darkness. I'm trapped in a prison of my own making, and I can't escape the void. #Suicidal #Mental",Suicidal,1,0.7940126
Suicidal,"💔Drowning in darkness, suffocating in silence. Every breath a struggle, every moment a choice. #Suicidal #MentalHealthMatters",Suicidal,1,0.8430932
Suicidal,"💔 Drowning in a sea of darkness, suffocating in the silence. The weight of a million tears threatens to consume me whole.",Suicidal,1,0.6407861
Suicidal,"Darkness consumes me, like a shroud of eternal night. The pain of living is too much to bear, and I can't find a reason to keep going. #suicidal #mentalhealth",Suicidal,1,0.8472242
Suicidal,"🔥 Burning inside, darkness all around. Suicidal thoughts consume me, a never-ending abyss. Help, I'm drowning in this pain. #suicideprevention #mentalhealth",Suicidal,1,0.8965397
Suicidal,"🔥My mind is a raging inferno, consumed by darkness🔥 I'm trapped in a prison of my own making, with no escape in sight. The pain is unbearable,",Suicidal,1,0.41703424
Suicidal,"My mind is a tempest, a maelstrom of pain and despair. Suicide beckons like a siren's call, tempting me to escape the agony.",Suicidal,1,0.50925267
Suicidal,The darkness consumes me. I'm lost in a sea of despair. Suicide seems like the only escape.,Normal,0,0.27378604
Suicidal,"I'm lost in a sea of despair, drowning in the darkness. Suicide feels like the only escape from this never-ending pain.",Suicidal,1,0.4690854
Suicidal,"My mind is a stormy sea of despair, each wave crashing over me with the promise of escape. But I know the depths below are dark and endless. #Suicidal #MentalHealth",Suicidal,1,0.8454438
Suicidal,"My thoughts are a jumbled mess, a never-ending abyss. Each breath feels like a fight to the death. I'm drowning in a sea of despair. 💔",Normal,0,0.054063287
Suicidal,"🔥Smoke billows from my soul, choking on the ash of hopelessness. Suicide's siren call is my only solace.🔥",Suicidal,1,0.61501616
Suicidal,"The darkness closes in, suffocating, as hopelessness grips my heart. Each breath a struggle, the only escape a permanent goodbye. #Suicidal #MentalHealth",Suicidal,1,0.73201555
Suicidal,"Feeling like a burden to everyone, hopelessness consumes me. Darkness creeps in, whispering goodbye.",Normal,0,0.19131458
Suicidal,"The darkness surrounds me, consuming my every thought. I can't escape the void, the pull of nothingness. Each breath feels like a fight, a battle to survive. #Suicidal",Suicidal,1,0.6411241
Suicidal,"💔 Darkness consumes me, the weight of life too much to bear. Silent screams echo in my mind, begging for escape. #suicidal",Normal,0,0.46417412
Suicidal,"""Darkness consumes me, each breath a struggle to find meaning in the pain. The silence screams my final goodbye."" #Suicidal #MentalHealth",Suicidal,1,0.7870407
Suicidal,"🔥❄️ Drowning in darkness, suffocating in silence. Every breath a battle, every moment a choice.",Normal,0,0.33167237
Suicidal,"💔 Darkness consumes me, and I'm trapped in a never-ending nightmare. Suicidal thoughts haunt me, and I can't find a way out.",Suicidal,1,0.30737826
Suicidal,"I'm drowning in darkness, suffocating in silence. Suicidal thoughts consume me, crushing any hope of peace. #MentalHealthMatters",Suicidal,1,0.59214604
Suicidal,"Darkness creeps in, suffocating me. Every breath feels like a burden. The voices whisper, ""Goodbye."" 💔 #Suicidal #MentalHealth",Suicidal,1,0.82688904
Suicidal,"""Darkness closes in, suffocating. The only escape feels like an eternal goodbye."" #suicidal #mentalhealth",Suicidal,1,0.85299915
Suicidal,"My mind races with darkness, consumed by the desire to escape this pain. Each breath feels like a battle, and I'm losing the fight. #suicidal",Suicidal,1,0.78166527
Suicidal,"Darkness consumes me, every breath a struggle to find peace. I'm trapped in this endless nightmare, with no escape from the pain. #Suicidal #MentalHealth",Suicidal,1,0.88064706
Suicidal,"💔 Trapped in a never-ending nightmare, my thoughts consumed by darkness. The only escape is through the veil of death's embrace.",Suicidal,1,0.56426305
Suicidal,"""Darkness consumes me, a never-ending abyss. Screaming for help, but voices fade. Goodbye, cruel world.""",Normal,0,0.03907943
Suicidal,"The darkness closes in, suffocating me. Every breath a struggle, every moment a fight. I just want it to end. #suicidal",Normal,0,0.27787504
Suicidal,"Darkness consumes me, a storm within my mind. I'm lost in a sea of despair, with no hope to find my way. #suicidal #mentalhealth",Suicidal,1,0.7874212
Suicidal,"My mind races with thoughts of escape, of leaving this never-ending pain behind. Every breath is a struggle, every moment a fight to keep going. #Suicidal #MentalHealth",Suicidal,1,0.84018326
Suicidal,"🔥💔 Trapped in a burning hell, screaming for help but no one hears. The darkness closes in, and I can't escape. Suicidal thoughts consume me, threatening to",Suicidal,1,0.45013076
Suicidal,"🔥Darkness consumes me. Every breath feels like my last. The world's cruel whispers echo in my mind, drowning out the little light that remains. #Suicidal #MentalHe",Suicidal,1,0.8098433
Suicidal,"""Darkness consumes me, a never-ending abyss of despair. I'm drowning in my own sorrow, suffocating in this endless void.""",Normal,0,0.058185603
Suicidal,"I feel like I'm drowning in my own darkness, unable to escape the weight of my thoughts. Suicidal. 💔",Normal,0,0.26679778
Suicidal,"🌪️ Dark clouds swirl in my mind, threatening to drown me in despair. Every breath feels like a struggle, a constant reminder of my worthlessness. #Suicidal #MentalHe",Suicidal,1,0.8580534
Suicidal,"💔 Darkness consumes me. Every breath feels like a choice. The weight of loneliness crushes, and I can't find the will to carry on. #Suicidal #MentalHealth",Suicidal,1,0.75892997
Suicidal,"My mind is a battlefield, with suicide as the enemy at the gates. Every day is a struggle to find the will to keep fighting. #suicidal #mentalhealth",Suicidal,1,0.92530125
Suicidal,The blackness consumes me. I can't find the light. I'm drowning in a sea of despair.,Suicidal,1,0.6692807
Suicidal,"Feeling like a burden to everyone, suffocating in my own thoughts. Wishing for the peace of darkness. #suicidal",Normal,0,0.44704142
Suicidal,"🌩️ Suicidal thoughts cloud my mind, darkening my days with hopelessness. The weight of my pain threatens to consume me.",Suicidal,1,0.3798958
Suicidal,"🔥 Drowning in darkness, suffocating in silence. Every breath a battle, every moment a choice. #Suicidal #MentalHealthMatters",Suicidal,1,0.8294899
Suicidal,"The darkness closes in, suffocating me with hopelessness. Each breath feels like a fight, a desperate attempt to stay alive.",Suicidal,1,0.41731572
Suicidal,"🔥 Drowning in darkness, suffocating in silence. Every breath a battle, every moment a struggle. The void calls, and I can't resist. #suicidal #mentalhealth �",Suicidal,1,0.89358085
Suicidal,"""Darkness consumes me, suffocating my will to live. Every breath a fight, every moment a choice. #suicidal""",Suicidal,1,0.5501224
Suicidal,"""Darkness consumes me. Every breath feels like a choice. I long to escape this pain."" #Suicidal #MentalHealth",Suicidal,1,0.64848334
Suicidal,"The darkness creeps in, suffocating, and I can't escape. The thought of leaving is the only thing that brings me peace. #Suicidal #MentalHealth",Suicidal,1,0.7929291
Suicidal,"""Darkness consumes me, like a never-ending storm. Every breath feels like a fight, a desperate plea for peace. #Suicidal""",Suicidal,1,0.44699413
Suicidal,"Darkness closes in, suffocating. Silent screams echo in my mind, begging for escape. I'm drowning in a sea of hopelessness.",Suicidal,1,0.5030341
Suicidal,"🔥 Suicidal thoughts consume me. Darkness surrounds, suffocating my every breath. I'm trapped in a never-ending abyss, unable to escape. 💔 #Suicidal",Normal,0,0.25809732
Suicidal,"🔥Suicidal thoughts consume me, like a raging wildfire. Darkness surrounds, and I'm trapped in this never-ending darkness. The pain is unbearable, and I can't",Suicidal,1,0.44454798
Suicidal,"""Darkness creeps in, threatening to consume me. Every breath a struggle. The silence is deafening, and I can't escape the voices."" #Suicidal #MentalHealth",Suicidal,1,0.8709718
Suicidal,"The world outside is a blur, a haze of darkness that threatens to consume me. I'm trapped in a prison of my own making, with no escape in sight. #suicidal #mentalhealth",Suicidal,1,0.9123558
Suicidal,"My mind races with darkness, death's embrace so near. Every breath feels like my last, the weight of despair crushing me. #suicidal #mentalhealth",Suicidal,1,0.81359404
Suicidal,"Darkness consumes me, the weight of life too much to bear. I long for escape, but it's a lonely path to peace. #suicidal #mentalhealth",Suicidal,1,0.87638307
Suicidal,"The darkness consumes me, a never-ending abyss of pain. I long for peace, but it's hard to find solace when the voice in my head screams for escape. #suicidal",Suicidal,1,0.5372009
Suicidal,"The darkness closes in, a never-ending abyss of despair. Every breath a battle, every moment a test of will. The weight of hopelessness crushes me, threatens to consume me whole.",Normal,0,0.41096032
Suicidal,"Darkness consumes my thoughts, like a stormy night, I'm lost in a sea of despair. Suicidal thoughts haunt me, a never-ending torment. #suicidal #mentalhe",Suicidal,1,0.8073775
Suicidal,"🔥💔 Trapped in a never-ending cycle of pain, I can't find a way out. The darkness consumes me, and I can't shake off the feeling of hopelessness",Suicidal,1,0.41915485
Suicidal,"""Darkness consumes me. Every breath feels like a struggle. The thought of goodbyes haunts me. #Suicidal #MentalHealth""",Suicidal,1,0.5850315
Suicidal,"The darkness closes in, suffocating. No escape from the voice that whispers endless pain.",Normal,0,0.20398106
Suicidal,"My mind is a battlefield, a war zone of chaos and darkness. Every day is a fight to stay alive, to find a reason to keep going. #suicidal #mentalhealth",Suicidal,1,0.8762133
Suicidal,"💔Trapped in a never-ending darkness, thoughts of escape consume me. Every breath feels like a fight for survival. #Suicidal #MentalHealth",Suicidal,1,0.8109978
Suicidal,"""Darkness consumes me, suffocating despair threatens to silence my voice forever. #Suicidal #MentalHealth""",Suicidal,1,0.42023396
Suicidal,"🌌 Drowning in darkness, suffocating in silence. The weight of a million tears crushing me. Goodbye, cruel world. 💔 #suicidal #mentalhealth",Suicidal,1,0.8563127
Suicidal,"🔥 Trapped in a burning hell, screaming for help but no one can hear. Darkness consumes me, the only escape is the sweet release of death.",Suicidal,1,0.77580994
Suicidal,"🔥Feeling like a ticking time bomb, ready to explode into oblivion. Every moment is a fight for survival, and I'm losing. #suicidal #mentalhealth",Suicidal,1,0.8189847
Suicidal,"🔥Drowning in darkness, suffocating in silence. The weight of pain crushes me, and I can't find my way out. #suicidal #mentalhealth",Suicidal,1,0.72733855
Suicidal,"My mind is a prison, trapped in a never-ending darkness. I long to escape, but the pain is too much to bear. #Suicidal #MentalHealth",Suicidal,1,0.890552
Suicidal,🌩️Suicidal thoughts consume me. Every breath feels like a burden. Surrender feels like the only escape. #MentalHealthMatters #SuicidePrevention,Suicidal,1,0.77180547
Suicidal,"The darkness consumes me, a never-ending abyss. Suicide's siren call beckons, a mercy from the pain.",Suicidal,1,0.45239577
Suicidal,"""Darkness consumes me, suffocating me with every breath. The pain of living is too much to bear, and I can't find a reason to keep going.""",Normal,0,0.18248539
